ID;Age;Family_Time;Works;Entertainment;Social_Life;Sleep;Economy
5682;23;11 hours/week;8 hours/week;1 hours;1 hours;3 hours daily;2
5683;25;21 hours/week;56 hours/week;9 hours;9 hours;8 hours daily;5
5684;37;8 hours/week;28 hours/week;11 hours;1 hours;3 hours daily;1
5685;24;15 hours/week;32 hours/week;3 hours;3 hours;6 hours daily;2
5686;35;28 hours/week;52 hours/week;9 hours;9 hours;7 hours daily;5
5687;22;0 hours/week;29 hours/week;0 hours;0 hours;3 hours daily;0
5688;32;14 hours/week;33 hours/week;2 hours;2 hours;7 hours daily;2
5689;33;27 hours/week;43 hours/week;9 hours;9 hours;9 hours daily;5
5690;28;16 hours/week;39 hours/week;6 hours;6 hours;6 hours daily;2
5691;33;15 hours/week;40 hours/week;6 hours;6 hours;7 hours daily;4
5692;24;24 hours/week;47 hours/week;6 hours;6 hours;7 hours daily;5
5693;20;27 hours/week;57 hours/week;7 hours;7 hours;9 hours daily;5
5694;21;28 hours/week;41 hours/week;6 hours;6 hours;8 hours daily;5
5695;33;15 hours/week;38 hours/week;5 hours;5 hours;7 hours daily;4
5696;22;27 hours/week;46 hours/week;8 hours;8 hours;9 hours daily;5
5697;34;25 hours/week;57 hours/week;6 hours;6 hours;8 hours daily;5
5698;20;19 hours/week;32 hours/week;3 hours;3 hours;6 hours daily;2
5699;26;19 hours/week;38 hours/week;3 hours;3 hours;7 hours daily;2
5700;37;13 hours/week;20 hours/week;1 hours;1 hours;4 hours daily;2
5701;22;1 hours/week;13 hours/week;1 hours;1 hours;4 hours daily;1
5702;38;20 hours/week;38 hours/week;2 hours;2 hours;7 hours daily;4
5703;40;28 hours/week;52 hours/week;6 hours;6 hours;7 hours daily;5
5704;27;21 hours/week;46 hours/week;8 hours;8 hours;8 hours daily;5
5705;35;22 hours/week;54 hours/week;8 hours;8 hours;8 hours daily;5
5706;27;19 hours/week;32 hours/week;5 hours;5 hours;7 hours daily;3
5707;37;11 hours/week;26 hours/week;11 hours;2 hours;5 hours daily;1
5708;25;18 hours/week;35 hours/week;2 hours;2 hours;7 hours daily;2
5709;27;23 hours/week;58 hours/week;6 hours;6 hours;8 hours daily;5
5710;20;15 hours/week;33 hours/week;3 hours;3 hours;6 hours daily;4
5711;34;28 hours/week;48 hours/week;7 hours;7 hours;8 hours daily;5
5712;40;23 hours/week;56 hours/week;9 hours;9 hours;7 hours daily;5
5713;29;4 hours/week;21 hours/week;0 hours;0 hours;5 hours daily;2
5714;29;1 hours/week;14 hours/week;2 hours;2 hours;6 hours daily;1
5715;26;11 hours/week;8 hours/week;0 hours;0 hours;4 hours daily;0
5716;39;5 hours/week;23 hours/week;0 hours;0 hours;3 hours daily;2
5717;21;27 hours/week;46 hours/week;10 hours;10 hours;7 hours daily;5
5718;34;19 hours/week;36 hours/week;3 hours;3 hours;6 hours daily;2
5719;20;1 hours/week;19 hours/week;0 hours;0 hours;6 hours daily;1
5720;38;24 hours/week;52 hours/week;6 hours;6 hours;7 hours daily;5
5721;34;3 hours/week;30 hours/week;2 hours;2 hours;5 hours daily;1
5722;28;12 hours/week;27 hours/week;1 hours;1 hours;4 hours daily;0
5723;29;25 hours/week;46 hours/week;7 hours;7 hours;8 hours daily;5
5724;36;16 hours/week;34 hours/week;6 hours;6 hours;6 hours daily;3
5725;24;28 hours/week;44 hours/week;9 hours;9 hours;7 hours daily;5
5726;25;0 hours/week;21 hours/week;1 hours;1 hours;6 hours daily;2
5727;21;23 hours/week;50 hours/week;9 hours;9 hours;8 hours daily;5
5728;34;25 hours/week;40 hours/week;7 hours;7 hours;8 hours daily;5
5729;30;18 hours/week;36 hours/week;2 hours;2 hours;7 hours daily;4
5730;32;25 hours/week;58 hours/week;6 hours;6 hours;9 hours daily;5
5731;26;11 hours/week;14 hours/week;0 hours;0 hours;6 hours daily;1
5732;21;4 hours/week;3 hours/week;2 hours;2 hours;5 hours daily;2
5733;27;12 hours/week;22 hours/week;0 hours;0 hours;4 hours daily;2
5734;29;23 hours/week;51 hours/week;7 hours;7 hours;8 hours daily;5
5735;27;28 hours/week;59 hours/week;9 hours;9 hours;7 hours daily;5
5736;27;19 hours/week;36 hours/week;3 hours;3 hours;7 hours daily;3
5737;30;18 hours/week;30 hours/week;3 hours;3 hours;6 hours daily;3
5738;33;19 hours/week;30 hours/week;5 hours;5 hours;7 hours daily;3
5739;21;16 hours/week;30 hours/week;6 hours;6 hours;6 hours daily;2
5740;23;26 hours/week;49 hours/week;7 hours;7 hours;9 hours daily;5
5741;39;24 hours/week;51 hours/week;9 hours;9 hours;8 hours daily;5
5742;32;24 hours/week;42 hours/week;6 hours;6 hours;9 hours daily;5
5743;28;7 hours/week;20 hours/week;2 hours;2 hours;3 hours daily;1
5744;24;15 hours/week;32 hours/week;5 hours;5 hours;7 hours daily;3
5745;23;14 hours/week;37 hours/week;6 hours;6 hours;6 hours daily;3
5746;30;17 hours/week;37 hours/week;5 hours;5 hours;6 hours daily;4
5747;20;2 hours/week;13 hours/week;1 hours;1 hours;6 hours daily;0
5748;22;23 hours/week;60 hours/week;10 hours;10 hours;8 hours daily;5
5749;36;24 hours/week;58 hours/week;6 hours;6 hours;7 hours daily;5
5750;26;27 hours/week;50 hours/week;7 hours;7 hours;8 hours daily;5
5751;26;20 hours/week;37 hours/week;3 hours;3 hours;6 hours daily;3
5752;27;17 hours/week;39 hours/week;4 hours;4 hours;7 hours daily;4
5753;36;9 hours/week;5 hours/week;0 hours;0 hours;5 hours daily;2
5754;28;8 hours/week;8 hours/week;0 hours;0 hours;6 hours daily;1
5755;24;28 hours/week;44 hours/week;6 hours;6 hours;9 hours daily;5
5756;33;16 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;3
5757;35;15 hours/week;38 hours/week;2 hours;2 hours;7 hours daily;4
5758;32;19 hours/week;38 hours/week;2 hours;2 hours;6 hours daily;2
5759;38;12 hours/week;10 hours/week;0 hours;0 hours;3 hours daily;2
5760;20;25 hours/week;48 hours/week;6 hours;6 hours;9 hours daily;5
5761;38;14 hours/week;37 hours/week;2 hours;2 hours;7 hours daily;3
5762;32;24 hours/week;48 hours/week;8 hours;8 hours;9 hours daily;5
5763;27;1 hours/week;12 hours/week;0 hours;0 hours;3 hours daily;0
5764;21;0 hours/week;10 hours/week;11 hours;0 hours;5 hours daily;0
5765;36;24 hours/week;42 hours/week;7 hours;7 hours;7 hours daily;5
5766;26;26 hours/week;50 hours/week;8 hours;8 hours;8 hours daily;5
5767;31;13 hours/week;17 hours/week;1 hours;1 hours;6 hours daily;1
5768;32;11 hours/week;7 hours/week;1 hours;1 hours;5 hours daily;0
5769;24;8 hours/week;19 hours/week;0 hours;0 hours;6 hours daily;2
5770;35;14 hours/week;40 hours/week;3 hours;3 hours;7 hours daily;3
5771;22;13 hours/week;16 hours/week;2 hours;2 hours;5 hours daily;0
5772;30;9 hours/week;20 hours/week;0 hours;0 hours;6 hours daily;1
5773;38;15 hours/week;34 hours/week;3 hours;3 hours;7 hours daily;4
5774;40;6 hours/week;10 hours/week;2 hours;2 hours;4 hours daily;2
5775;34;5 hours/week;20 hours/week;0 hours;0 hours;5 hours daily;1
5776;29;1 hours/week;11 hours/week;1 hours;1 hours;3 hours daily;2
5777;34;28 hours/week;57 hours/week;7 hours;7 hours;9 hours daily;5
5778;40;27 hours/week;59 hours/week;8 hours;8 hours;8 hours daily;5
5779;40;18 hours/week;36 hours/week;2 hours;2 hours;6 hours daily;3
5780;34;6 hours/week;28 hours/week;2 hours;2 hours;5 hours daily;2
5781;23;8 hours/week;25 hours/week;1 hours;1 hours;3 hours daily;2
5782;34;7 hours/week;28 hours/week;1 hours;1 hours;5 hours daily;1
5783;31;10 hours/week;21 hours/week;0 hours;0 hours;5 hours daily;2
5784;40;21 hours/week;58 hours/week;9 hours;9 hours;9 hours daily;5
5785;32;27 hours/week;40 hours/week;8 hours;8 hours;7 hours daily;5
5786;27;4 hours/week;21 hours/week;1 hours;1 hours;6 hours daily;1
5787;31;14 hours/week;15 hours/week;2 hours;2 hours;4 hours daily;2
5788;22;14 hours/week;35 hours/week;2 hours;2 hours;7 hours daily;2
5789;22;15 hours/week;32 hours/week;3 hours;3 hours;7 hours daily;2
5790;30;13 hours/week;0 hours/week;2 hours;2 hours;3 hours daily;1
5791;39;17 hours/week;34 hours/week;4 hours;4 hours;7 hours daily;2
5792;21;26 hours/week;52 hours/week;8 hours;8 hours;8 hours daily;5
5793;34;18 hours/week;31 hours/week;2 hours;2 hours;7 hours daily;4
5794;29;7 hours/week;11 hours/week;1 hours;1 hours;5 hours daily;2
5795;39;8 hours/week;20 hours/week;2 hours;2 hours;4 hours daily;2
5796;38;23 hours/week;52 hours/week;6 hours;6 hours;9 hours daily;5
5797;22;5 hours/week;2 hours/week;1 hours;1 hours;3 hours daily;2
5798;30;19 hours/week;37 hours/week;2 hours;2 hours;7 hours daily;3
5799;27;27 hours/week;59 hours/week;8 hours;8 hours;7 hours daily;5
5800;30;4 hours/week;8 hours/week;2 hours;2 hours;6 hours daily;2
5801;26;22 hours/week;50 hours/week;10 hours;10 hours;8 hours daily;5
5802;25;15 hours/week;38 hours/week;5 hours;5 hours;7 hours daily;4
5803;40;11 hours/week;11 hours/week;2 hours;2 hours;3 hours daily;1
5804;36;23 hours/week;53 hours/week;8 hours;8 hours;9 hours daily;5
5805;38;2 hours/week;9 hours/week;1 hours;1 hours;3 hours daily;2
5806;22;26 hours/week;40 hours/week;11 hours;6 hours;7 hours daily;5
5807;31;16 hours/week;34 hours/week;5 hours;5 hours;6 hours daily;4
5808;31;14 hours/week;25 hours/week;2 hours;2 hours;3 hours daily;0
5809;30;17 hours/week;40 hours/week;2 hours;2 hours;6 hours daily;2
5810;24;23 hours/week;55 hours/week;9 hours;9 hours;7 hours daily;5
5811;25;14 hours/week;37 hours/week;2 hours;2 hours;7 hours daily;2
5812;32;1 hours/week;30 hours/week;0 hours;0 hours;5 hours daily;2
5813;28;17 hours/week;38 hours/week;11 hours;2 hours;6 hours daily;2
5814;37;23 hours/week;58 hours/week;6 hours;6 hours;7 hours daily;5
5815;35;20 hours/week;37 hours/week;3 hours;3 hours;7 hours daily;3
5816;34;27 hours/week;41 hours/week;7 hours;7 hours;9 hours daily;5
5817;31;9 hours/week;16 hours/week;1 hours;1 hours;4 hours daily;2
5818;20;7 hours/week;15 hours/week;2 hours;2 hours;5 hours daily;0
5819;40;15 hours/week;31 hours/week;2 hours;2 hours;6 hours daily;3
5820;31;11 hours/week;2 hours/week;0 hours;0 hours;4 hours daily;0
5821;28;0 hours/week;15 hours/week;0 hours;0 hours;3 hours daily;2
5822;39;14 hours/week;7 hours/week;11 hours;2 hours;3 hours daily;1
5823;35;2 hours/week;16 hours/week;2 hours;2 hours;5 hours daily;1
5824;27;7 hours/week;23 hours/week;0 hours;0 hours;4 hours daily;1
5825;37;14 hours/week;33 hours/week;5 hours;5 hours;6 hours daily;2
5826;38;21 hours/week;57 hours/week;10 hours;10 hours;9 hours daily;5
5827;24;20 hours/week;32 hours/week;3 hours;3 hours;7 hours daily;2
5828;34;19 hours/week;34 hours/week;2 hours;2 hours;7 hours daily;4
5829;30;28 hours/week;45 hours/week;8 hours;8 hours;7 hours daily;5
5830;37;23 hours/week;45 hours/week;7 hours;7 hours;7 hours daily;5
5831;34;2 hours/week;24 hours/week;1 hours;1 hours;3 hours daily;1
5832;37;9 hours/week;23 hours/week;2 hours;2 hours;5 hours daily;1
5833;34;22 hours/week;50 hours/week;10 hours;10 hours;9 hours daily;5
5834;36;18 hours/week;38 hours/week;11 hours;5 hours;6 hours daily;4
5835;40;18 hours/week;32 hours/week;3 hours;3 hours;6 hours daily;3
5836;39;28 hours/week;49 hours/week;6 hours;6 hours;9 hours daily;5
5837;23;27 hours/week;51 hours/week;8 hours;8 hours;7 hours daily;5
5838;29;25 hours/week;55 hours/week;9 hours;9 hours;8 hours daily;5
5839;35;21 hours/week;39 hours/week;2 hours;2 hours;7 hours daily;4
5840;40;1 hours/week;11 hours/week;2 hours;2 hours;6 hours daily;1
5841;32;14 hours/week;35 hours/week;4 hours;4 hours;6 hours daily;3
5842;34;27 hours/week;54 hours/week;9 hours;9 hours;7 hours daily;5
5843;32;22 hours/week;41 hours/week;11 hours;9 hours;8 hours daily;5
5844;38;12 hours/week;30 hours/week;0 hours;0 hours;3 hours daily;2
5845;24;16 hours/week;37 hours/week;5 hours;5 hours;6 hours daily;3
5846;31;5 hours/week;26 hours/week;2 hours;2 hours;5 hours daily;2
5847;34;2 hours/week;22 hours/week;0 hours;0 hours;5 hours daily;0
5848;22;28 hours/week;46 hours/week;10 hours;10 hours;8 hours daily;5
5849;39;4 hours/week;26 hours/week;0 hours;0 hours;3 hours daily;1
5850;29;1 hours/week;21 hours/week;2 hours;2 hours;4 hours daily;1
5851;35;16 hours/week;32 hours/week;5 hours;5 hours;6 hours daily;3
5852;30;3 hours/week;10 hours/week;0 hours;0 hours;5 hours daily;1
5853;35;24 hours/week;60 hours/week;10 hours;10 hours;9 hours daily;5
5854;34;19 hours/week;40 hours/week;4 hours;4 hours;6 hours daily;2
5855;35;28 hours/week;51 hours/week;7 hours;7 hours;8 hours daily;5
5856;32;12 hours/week;16 hours/week;1 hours;1 hours;5 hours daily;0
5857;35;26 hours/week;53 hours/week;6 hours;6 hours;8 hours daily;5
5858;28;22 hours/week;50 hours/week;7 hours;7 hours;9 hours daily;5
5859;30;14 hours/week;37 hours/week;3 hours;3 hours;6 hours daily;3
5860;28;2 hours/week;10 hours/week;0 hours;0 hours;6 hours daily;0
5861;21;21 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;4
5862;31;19 hours/week;35 hours/week;6 hours;6 hours;7 hours daily;3
5863;21;27 hours/week;46 hours/week;7 hours;7 hours;8 hours daily;5
5864;28;14 hours/week;34 hours/week;3 hours;3 hours;6 hours daily;3
5865;27;23 hours/week;42 hours/week;8 hours;8 hours;8 hours daily;5
5866;22;5 hours/week;18 hours/week;1 hours;1 hours;6 hours daily;2
5867;22;21 hours/week;39 hours/week;5 hours;5 hours;7 hours daily;2
5868;28;15 hours/week;35 hours/week;5 hours;5 hours;7 hours daily;4
5869;34;21 hours/week;59 hours/week;10 hours;10 hours;8 hours daily;5
5870;33;13 hours/week;21 hours/week;1 hours;1 hours;4 hours daily;1
5871;38;24 hours/week;59 hours/week;7 hours;7 hours;9 hours daily;5
5872;32;3 hours/week;25 hours/week;0 hours;0 hours;4 hours daily;2
5873;38;15 hours/week;39 hours/week;3 hours;3 hours;7 hours daily;4
5874;30;20 hours/week;34 hours/week;5 hours;5 hours;6 hours daily;3
5875;38;15 hours/week;31 hours/week;3 hours;3 hours;7 hours daily;4
5876;23;15 hours/week;32 hours/week;2 hours;2 hours;7 hours daily;2
5877;34;19 hours/week;39 hours/week;3 hours;3 hours;7 hours daily;4
5878;30;28 hours/week;47 hours/week;11 hours;8 hours;8 hours daily;5
5879;40;9 hours/week;27 hours/week;11 hours;0 hours;4 hours daily;0
5880;34;13 hours/week;25 hours/week;2 hours;2 hours;5 hours daily;1
5881;23;10 hours/week;14 hours/week;1 hours;1 hours;4 hours daily;2
5882;39;27 hours/week;44 hours/week;6 hours;6 hours;7 hours daily;5
5883;26;17 hours/week;36 hours/week;6 hours;6 hours;6 hours daily;2
5884;22;17 hours/week;39 hours/week;3 hours;3 hours;6 hours daily;4
5885;37;24 hours/week;53 hours/week;6 hours;6 hours;8 hours daily;5
5886;27;21 hours/week;35 hours/week;3 hours;3 hours;6 hours daily;2
5887;21;21 hours/week;33 hours/week;6 hours;6 hours;6 hours daily;2
5888;34;22 hours/week;54 hours/week;8 hours;8 hours;8 hours daily;5
5889;25;15 hours/week;34 hours/week;6 hours;6 hours;6 hours daily;4
5890;25;9 hours/week;1 hours/week;0 hours;0 hours;5 hours daily;1
5891;40;2 hours/week;12 hours/week;2 hours;2 hours;3 hours daily;0
5892;25;22 hours/week;60 hours/week;10 hours;10 hours;8 hours daily;5
5893;25;0 hours/week;9 hours/week;2 hours;2 hours;4 hours daily;1
5894;32;10 hours/week;15 hours/week;2 hours;2 hours;4 hours daily;2
5895;20;14 hours/week;39 hours/week;2 hours;2 hours;7 hours daily;2
5896;27;12 hours/week;9 hours/week;11 hours;0 hours;5 hours daily;0
5897;31;5 hours/week;16 hours/week;2 hours;2 hours;6 hours daily;1
5898;30;21 hours/week;30 hours/week;3 hours;3 hours;7 hours daily;4
5899;25;19 hours/week;37 hours/week;5 hours;5 hours;6 hours daily;2
5900;21;1 hours/week;19 hours/week;2 hours;2 hours;3 hours daily;0
5901;29;25 hours/week;53 hours/week;6 hours;6 hours;7 hours daily;5
5902;37;0 hours/week;26 hours/week;2 hours;2 hours;4 hours daily;2
5903;33;17 hours/week;35 hours/week;2 hours;2 hours;6 hours daily;2
5904;32;17 hours/week;39 hours/week;5 hours;5 hours;7 hours daily;2
5905;35;23 hours/week;47 hours/week;6 hours;6 hours;8 hours daily;5
5906;36;15 hours/week;30 hours/week;2 hours;2 hours;6 hours daily;3
5907;23;27 hours/week;46 hours/week;10 hours;10 hours;7 hours daily;5
5908;26;26 hours/week;41 hours/week;10 hours;10 hours;8 hours daily;5
5909;36;2 hours/week;6 hours/week;2 hours;2 hours;6 hours daily;2
5910;32;17 hours/week;39 hours/week;6 hours;6 hours;7 hours daily;3
5911;31;23 hours/week;53 hours/week;6 hours;6 hours;9 hours daily;5
5912;40;25 hours/week;44 hours/week;6 hours;6 hours;8 hours daily;5
5913;33;19 hours/week;34 hours/week;2 hours;2 hours;6 hours daily;3
5914;24;5 hours/week;15 hours/week;1 hours;1 hours;6 hours daily;2
5915;39;4 hours/week;10 hours/week;0 hours;0 hours;3 hours daily;0
5916;35;19 hours/week;38 hours/week;2 hours;2 hours;6 hours daily;4
5917;31;21 hours/week;40 hours/week;11 hours;6 hours;7 hours daily;3
5918;34;22 hours/week;50 hours/week;9 hours;9 hours;7 hours daily;5
5919;22;14 hours/week;38 hours/week;6 hours;6 hours;6 hours daily;2
5920;35;21 hours/week;57 hours/week;9 hours;9 hours;9 hours daily;5
5921;27;11 hours/week;13 hours/week;2 hours;2 hours;5 hours daily;2
5922;39;17 hours/week;31 hours/week;2 hours;2 hours;7 hours daily;2
5923;21;22 hours/week;50 hours/week;6 hours;6 hours;9 hours daily;5
5924;27;8 hours/week;24 hours/week;2 hours;2 hours;3 hours daily;1
5925;27;21 hours/week;38 hours/week;6 hours;6 hours;6 hours daily;4
5926;27;24 hours/week;58 hours/week;9 hours;9 hours;8 hours daily;5
5927;29;4 hours/week;17 hours/week;0 hours;0 hours;5 hours daily;0
5928;33;18 hours/week;33 hours/week;3 hours;3 hours;6 hours daily;3
5929;29;22 hours/week;45 hours/week;9 hours;9 hours;7 hours daily;5
5930;27;17 hours/week;30 hours/week;3 hours;3 hours;7 hours daily;3
5931;30;13 hours/week;20 hours/week;0 hours;0 hours;4 hours daily;2
5932;35;5 hours/week;1 hours/week;2 hours;2 hours;3 hours daily;0
5933;29;21 hours/week;60 hours/week;11 hours;6 hours;9 hours daily;5
5934;27;23 hours/week;53 hours/week;9 hours;9 hours;8 hours daily;5
5935;23;7 hours/week;21 hours/week;0 hours;0 hours;3 hours daily;2
5936;20;5 hours/week;23 hours/week;0 hours;0 hours;6 hours daily;2
5937;21;20 hours/week;39 hours/week;3 hours;3 hours;7 hours daily;4
5938;34;28 hours/week;51 hours/week;6 hours;6 hours;8 hours daily;5
5939;21;15 hours/week;36 hours/week;4 hours;4 hours;7 hours daily;4
5940;33;27 hours/week;53 hours/week;10 hours;10 hours;9 hours daily;5
5941;34;20 hours/week;36 hours/week;3 hours;3 hours;7 hours daily;3
5942;37;10 hours/week;17 hours/week;1 hours;1 hours;4 hours daily;2
5943;34;27 hours/week;41 hours/week;10 hours;10 hours;9 hours daily;5
5944;37;11 hours/week;21 hours/week;11 hours;0 hours;5 hours daily;0
5945;32;6 hours/week;23 hours/week;1 hours;1 hours;4 hours daily;0
5946;25;16 hours/week;40 hours/week;3 hours;3 hours;6 hours daily;4
5947;30;18 hours/week;37 hours/week;6 hours;6 hours;6 hours daily;4
5948;25;6 hours/week;2 hours/week;1 hours;1 hours;6 hours daily;1
5949;40;17 hours/week;40 hours/week;5 hours;5 hours;6 hours daily;3
5950;23;15 hours/week;40 hours/week;6 hours;6 hours;7 hours daily;4
5951;20;15 hours/week;37 hours/week;3 hours;3 hours;7 hours daily;2
5952;31;14 hours/week;39 hours/week;5 hours;5 hours;7 hours daily;4
5953;38;26 hours/week;43 hours/week;10 hours;10 hours;7 hours daily;5
5954;39;14 hours/week;40 hours/week;4 hours;4 hours;7 hours daily;4
5955;29;8 hours/week;18 hours/week;0 hours;0 hours;5 hours daily;0
5956;24;15 hours/week;33 hours/week;3 hours;3 hours;6 hours daily;2
5957;28;8 hours/week;0 hours/week;1 hours;1 hours;5 hours daily;2
5958;35;22 hours/week;56 hours/week;10 hours;10 hours;8 hours daily;5
5959;38;27 hours/week;56 hours/week;7 hours;7 hours;9 hours daily;5
5960;39;0 hours/week;6 hours/week;2 hours;2 hours;4 hours daily;2
5961;37;24 hours/week;42 hours/week;10 hours;10 hours;8 hours daily;5
5962;28;23 hours/week;57 hours/week;10 hours;10 hours;7 hours daily;5
5963;33;22 hours/week;60 hours/week;10 hours;10 hours;8 hours daily;5
5964;30;21 hours/week;33 hours/week;6 hours;6 hours;6 hours daily;2
5965;25;8 hours/week;22 hours/week;0 hours;0 hours;5 hours daily;1
5966;27;28 hours/week;41 hours/week;11 hours;7 hours;9 hours daily;5
5967;36;21 hours/week;53 hours/week;7 hours;7 hours;7 hours daily;5
5968;29;18 hours/week;33 hours/week;2 hours;2 hours;7 hours daily;3
5969;23;16 hours/week;36 hours/week;11 hours;2 hours;7 hours daily;3
5970;22;14 hours/week;17 hours/week;1 hours;1 hours;4 hours daily;1
5971;20;24 hours/week;46 hours/week;8 hours;8 hours;8 hours daily;5
5972;36;21 hours/week;35 hours/week;11 hours;2 hours;7 hours daily;3
5973;20;21 hours/week;46 hours/week;9 hours;9 hours;7 hours daily;5
5974;21;23 hours/week;47 hours/week;9 hours;9 hours;8 hours daily;5
5975;39;23 hours/week;44 hours/week;9 hours;9 hours;9 hours daily;5
5976;24;21 hours/week;55 hours/week;8 hours;8 hours;8 hours daily;5
5977;36;21 hours/week;48 hours/week;9 hours;9 hours;9 hours daily;5
5978;35;26 hours/week;45 hours/week;7 hours;7 hours;8 hours daily;5
5979;39;17 hours/week;34 hours/week;4 hours;4 hours;6 hours daily;4
5980;26;28 hours/week;42 hours/week;8 hours;8 hours;9 hours daily;5
5981;27;8 hours/week;27 hours/week;1 hours;1 hours;3 hours daily;0
5982;37;25 hours/week;50 hours/week;10 hours;10 hours;8 hours daily;5
5983;31;27 hours/week;59 hours/week;11 hours;7 hours;8 hours daily;5
5984;34;15 hours/week;30 hours/week;5 hours;5 hours;7 hours daily;3
5985;27;21 hours/week;54 hours/week;7 hours;7 hours;8 hours daily;5
5986;28;25 hours/week;48 hours/week;6 hours;6 hours;8 hours daily;5
5987;39;19 hours/week;40 hours/week;4 hours;4 hours;6 hours daily;2
5988;20;5 hours/week;15 hours/week;2 hours;2 hours;6 hours daily;0
5989;32;27 hours/week;47 hours/week;10 hours;10 hours;7 hours daily;5
5990;28;19 hours/week;36 hours/week;2 hours;2 hours;7 hours daily;4
5991;32;8 hours/week;13 hours/week;1 hours;1 hours;4 hours daily;0
5992;32;26 hours/week;42 hours/week;9 hours;9 hours;9 hours daily;5
5993;38;24 hours/week;46 hours/week;9 hours;9 hours;7 hours daily;5
5994;29;24 hours/week;40 hours/week;9 hours;9 hours;9 hours daily;5
5995;29;24 hours/week;45 hours/week;8 hours;8 hours;9 hours daily;5
5996;26;22 hours/week;56 hours/week;7 hours;7 hours;9 hours daily;5
5997;31;7 hours/week;11 hours/week;0 hours;0 hours;4 hours daily;1
5998;37;17 hours/week;30 hours/week;2 hours;2 hours;6 hours daily;4
5999;30;27 hours/week;56 hours/week;6 hours;6 hours;7 hours daily;5
6000;26;19 hours/week;31 hours/week;2 hours;2 hours;6 hours daily;2
6001;29;19 hours/week;36 hours/week;6 hours;6 hours;7 hours daily;4
6002;34;15 hours/week;40 hours/week;2 hours;2 hours;6 hours daily;2
6003;22;21 hours/week;56 hours/week;9 hours;9 hours;8 hours daily;5
6004;26;25 hours/week;50 hours/week;7 hours;7 hours;8 hours daily;5
6005;31;14 hours/week;16 hours/week;1 hours;1 hours;6 hours daily;1
6006;26;14 hours/week;39 hours/week;6 hours;6 hours;7 hours daily;4
6007;29;26 hours/week;58 hours/week;8 hours;8 hours;8 hours daily;5
6008;37;2 hours/week;5 hours/week;2 hours;2 hours;6 hours daily;0
6009;31;19 hours/week;39 hours/week;3 hours;3 hours;7 hours daily;4
6010;27;20 hours/week;39 hours/week;11 hours;2 hours;7 hours daily;3
6011;37;5 hours/week;12 hours/week;0 hours;0 hours;5 hours daily;2
6012;25;4 hours/week;14 hours/week;0 hours;0 hours;4 hours daily;1
6013;23;11 hours/week;25 hours/week;2 hours;2 hours;4 hours daily;2
6014;24;19 hours/week;33 hours/week;6 hours;6 hours;7 hours daily;3
6015;23;8 hours/week;19 hours/week;1 hours;1 hours;4 hours daily;0
6016;20;26 hours/week;55 hours/week;6 hours;6 hours;8 hours daily;5
6017;40;18 hours/week;36 hours/week;6 hours;6 hours;6 hours daily;4
6018;30;14 hours/week;40 hours/week;6 hours;6 hours;7 hours daily;2
6019;32;3 hours/week;14 hours/week;2 hours;2 hours;6 hours daily;2
6020;31;14 hours/week;29 hours/week;2 hours;2 hours;5 hours daily;1
6021;22;0 hours/week;1 hours/week;0 hours;0 hours;4 hours daily;2
6022;29;11 hours/week;0 hours/week;0 hours;0 hours;3 hours daily;0
6023;35;8 hours/week;14 hours/week;1 hours;1 hours;3 hours daily;1
6024;37;8 hours/week;8 hours/week;1 hours;1 hours;3 hours daily;1
6025;28;7 hours/week;0 hours/week;1 hours;1 hours;5 hours daily;1
6026;34;26 hours/week;60 hours/week;7 hours;7 hours;7 hours daily;5
6027;21;18 hours/week;34 hours/week;2 hours;2 hours;7 hours daily;4
6028;39;19 hours/week;37 hours/week;6 hours;6 hours;7 hours daily;3
6029;40;15 hours/week;31 hours/week;6 hours;6 hours;7 hours daily;4
6030;27;25 hours/week;49 hours/week;7 hours;7 hours;8 hours daily;5
6031;40;22 hours/week;40 hours/week;8 hours;8 hours;8 hours daily;5
6032;23;14 hours/week;9 hours/week;1 hours;1 hours;3 hours daily;2
6033;30;18 hours/week;37 hours/week;5 hours;5 hours;7 hours daily;4
6034;23;23 hours/week;52 hours/week;6 hours;6 hours;9 hours daily;5
6035;34;17 hours/week;37 hours/week;11 hours;3 hours;6 hours daily;3
6036;23;16 hours/week;37 hours/week;6 hours;6 hours;7 hours daily;3
6037;26;23 hours/week;56 hours/week;6 hours;6 hours;8 hours daily;5
6038;37;16 hours/week;35 hours/week;5 hours;5 hours;7 hours daily;2
6039;31;18 hours/week;31 hours/week;6 hours;6 hours;6 hours daily;4
6040;29;14 hours/week;31 hours/week;5 hours;5 hours;7 hours daily;4
6041;40;14 hours/week;34 hours/week;4 hours;4 hours;7 hours daily;3
6042;27;4 hours/week;28 hours/week;1 hours;1 hours;4 hours daily;2
6043;27;26 hours/week;41 hours/week;11 hours;9 hours;8 hours daily;5
6044;21;21 hours/week;39 hours/week;5 hours;5 hours;6 hours daily;3
6045;22;26 hours/week;44 hours/week;8 hours;8 hours;7 hours daily;5
6046;21;0 hours/week;10 hours/week;1 hours;1 hours;6 hours daily;2
6047;21;21 hours/week;40 hours/week;5 hours;5 hours;6 hours daily;3
6048;40;12 hours/week;17 hours/week;1 hours;1 hours;6 hours daily;1
