ID;Age;Family_Time;Works;Entertainment;Social_Life;Sleep;Economy
4426;27;27 hours/week;46 hours/week;7 hours;7 hours;9 hours daily;5
4427;39;10 hours/week;26 hours/week;0 hours;0 hours;4 hours daily;0
4428;30;20 hours/week;38 hours/week;5 hours;5 hours;6 hours daily;2
4429;30;15 hours/week;33 hours/week;3 hours;3 hours;6 hours daily;2
4430;32;4 hours/week;15 hours/week;0 hours;0 hours;3 hours daily;0
4431;33;20 hours/week;40 hours/week;5 hours;5 hours;7 hours daily;4
4432;23;16 hours/week;31 hours/week;4 hours;4 hours;7 hours daily;3
4433;24;2 hours/week;30 hours/week;2 hours;2 hours;5 hours daily;2
4434;26;4 hours/week;28 hours/week;1 hours;1 hours;5 hours daily;1
4435;39;1 hours/week;3 hours/week;0 hours;0 hours;3 hours daily;0
4436;26;22 hours/week;50 hours/week;8 hours;8 hours;8 hours daily;5
4437;28;23 hours/week;53 hours/week;7 hours;7 hours;8 hours daily;5
4438;34;22 hours/week;42 hours/week;9 hours;9 hours;7 hours daily;5
4439;21;28 hours/week;45 hours/week;7 hours;7 hours;9 hours daily;5
4440;32;25 hours/week;54 hours/week;6 hours;6 hours;9 hours daily;5
4441;40;1 hours/week;7 hours/week;0 hours;0 hours;6 hours daily;2
4442;32;6 hours/week;13 hours/week;11 hours;1 hours;4 hours daily;2
4443;25;13 hours/week;6 hours/week;0 hours;0 hours;4 hours daily;0
4444;40;26 hours/week;46 hours/week;6 hours;6 hours;7 hours daily;5
4445;39;21 hours/week;30 hours/week;6 hours;6 hours;6 hours daily;2
4446;36;19 hours/week;30 hours/week;3 hours;3 hours;6 hours daily;4
4447;33;17 hours/week;31 hours/week;4 hours;4 hours;6 hours daily;3
4448;34;26 hours/week;59 hours/week;7 hours;7 hours;7 hours daily;5
4449;33;19 hours/week;35 hours/week;6 hours;6 hours;7 hours daily;4
4450;25;26 hours/week;55 hours/week;6 hours;6 hours;8 hours daily;5
4451;23;9 hours/week;17 hours/week;2 hours;2 hours;4 hours daily;2
4452;30;19 hours/week;35 hours/week;6 hours;6 hours;7 hours daily;3
4453;36;9 hours/week;26 hours/week;1 hours;1 hours;6 hours daily;1
4454;39;17 hours/week;30 hours/week;4 hours;4 hours;7 hours daily;2
4455;26;19 hours/week;32 hours/week;6 hours;6 hours;6 hours daily;2
4456;33;21 hours/week;36 hours/week;5 hours;5 hours;7 hours daily;3
4457;29;25 hours/week;47 hours/week;7 hours;7 hours;9 hours daily;5
4458;36;21 hours/week;40 hours/week;3 hours;3 hours;7 hours daily;2
4459;38;20 hours/week;37 hours/week;6 hours;6 hours;7 hours daily;3
4460;39;22 hours/week;57 hours/week;6 hours;6 hours;9 hours daily;5
4461;20;15 hours/week;34 hours/week;6 hours;6 hours;7 hours daily;3
4462;25;10 hours/week;23 hours/week;0 hours;0 hours;3 hours daily;2
4463;27;18 hours/week;34 hours/week;4 hours;4 hours;6 hours daily;3
4464;26;12 hours/week;1 hours/week;0 hours;0 hours;4 hours daily;0
4465;38;17 hours/week;31 hours/week;3 hours;3 hours;7 hours daily;4
4466;28;16 hours/week;38 hours/week;2 hours;2 hours;6 hours daily;3
4467;24;11 hours/week;15 hours/week;2 hours;2 hours;4 hours daily;1
4468;40;2 hours/week;4 hours/week;1 hours;1 hours;6 hours daily;0
4469;29;7 hours/week;20 hours/week;0 hours;0 hours;6 hours daily;0
4470;35;26 hours/week;41 hours/week;8 hours;8 hours;7 hours daily;5
4471;31;4 hours/week;23 hours/week;0 hours;0 hours;5 hours daily;0
4472;21;17 hours/week;39 hours/week;5 hours;5 hours;7 hours daily;2
4473;36;22 hours/week;48 hours/week;7 hours;7 hours;7 hours daily;5
4474;36;12 hours/week;28 hours/week;0 hours;0 hours;4 hours daily;1
4475;29;7 hours/week;23 hours/week;1 hours;1 hours;6 hours daily;1
4476;33;9 hours/week;7 hours/week;0 hours;0 hours;4 hours daily;0
4477;31;28 hours/week;50 hours/week;6 hours;6 hours;7 hours daily;5
4478;30;25 hours/week;50 hours/week;9 hours;9 hours;9 hours daily;5
4479;33;11 hours/week;16 hours/week;0 hours;0 hours;4 hours daily;0
4480;36;24 hours/week;52 hours/week;10 hours;10 hours;9 hours daily;5
4481;27;9 hours/week;0 hours/week;0 hours;0 hours;3 hours daily;0
4482;23;27 hours/week;44 hours/week;9 hours;9 hours;7 hours daily;5
4483;33;14 hours/week;39 hours/week;4 hours;4 hours;6 hours daily;2
4484;27;15 hours/week;33 hours/week;2 hours;2 hours;6 hours daily;4
4485;26;16 hours/week;33 hours/week;4 hours;4 hours;6 hours daily;3
4486;33;20 hours/week;39 hours/week;6 hours;6 hours;6 hours daily;4
4487;31;20 hours/week;40 hours/week;5 hours;5 hours;7 hours daily;3
4488;29;21 hours/week;43 hours/week;9 hours;9 hours;8 hours daily;5
4489;35;22 hours/week;43 hours/week;10 hours;10 hours;7 hours daily;5
4490;21;12 hours/week;10 hours/week;11 hours;2 hours;4 hours daily;0
4491;39;16 hours/week;30 hours/week;4 hours;4 hours;6 hours daily;2
4492;27;21 hours/week;40 hours/week;3 hours;3 hours;7 hours daily;3
4493;34;17 hours/week;32 hours/week;6 hours;6 hours;6 hours daily;3
4494;29;16 hours/week;31 hours/week;5 hours;5 hours;6 hours daily;4
4495;28;28 hours/week;47 hours/week;7 hours;7 hours;8 hours daily;5
4496;28;0 hours/week;24 hours/week;2 hours;2 hours;6 hours daily;1
4497;29;15 hours/week;38 hours/week;2 hours;2 hours;7 hours daily;2
4498;25;18 hours/week;38 hours/week;5 hours;5 hours;6 hours daily;3
4499;31;18 hours/week;35 hours/week;5 hours;5 hours;6 hours daily;2
4500;32;8 hours/week;14 hours/week;2 hours;2 hours;3 hours daily;1
4501;33;0 hours/week;14 hours/week;0 hours;0 hours;5 hours daily;2
4502;20;9 hours/week;15 hours/week;0 hours;0 hours;4 hours daily;2
4503;36;24 hours/week;60 hours/week;8 hours;8 hours;8 hours daily;5
4504;34;19 hours/week;38 hours/week;4 hours;4 hours;7 hours daily;4
4505;30;24 hours/week;41 hours/week;10 hours;10 hours;9 hours daily;5
4506;33;24 hours/week;54 hours/week;9 hours;9 hours;7 hours daily;5
4507;31;14 hours/week;36 hours/week;5 hours;5 hours;6 hours daily;3
4508;38;27 hours/week;43 hours/week;8 hours;8 hours;8 hours daily;5
4509;31;4 hours/week;28 hours/week;1 hours;1 hours;4 hours daily;1
4510;31;22 hours/week;41 hours/week;8 hours;8 hours;9 hours daily;5
4511;26;19 hours/week;37 hours/week;6 hours;6 hours;7 hours daily;4
4512;32;9 hours/week;20 hours/week;2 hours;2 hours;5 hours daily;2
4513;40;15 hours/week;33 hours/week;6 hours;6 hours;7 hours daily;2
4514;24;14 hours/week;37 hours/week;5 hours;5 hours;7 hours daily;2
4515;21;5 hours/week;15 hours/week;1 hours;1 hours;6 hours daily;2
4516;21;25 hours/week;54 hours/week;9 hours;9 hours;8 hours daily;5
4517;24;25 hours/week;47 hours/week;10 hours;10 hours;9 hours daily;5
4518;38;9 hours/week;16 hours/week;1 hours;1 hours;5 hours daily;1
4519;35;21 hours/week;43 hours/week;8 hours;8 hours;9 hours daily;5
4520;27;9 hours/week;11 hours/week;0 hours;0 hours;6 hours daily;2
4521;24;3 hours/week;17 hours/week;1 hours;1 hours;4 hours daily;1
4522;27;12 hours/week;5 hours/week;1 hours;1 hours;5 hours daily;2
4523;29;24 hours/week;41 hours/week;7 hours;7 hours;9 hours daily;5
4524;32;16 hours/week;34 hours/week;11 hours;6 hours;6 hours daily;2
4525;23;9 hours/week;0 hours/week;2 hours;2 hours;4 hours daily;1
4526;20;17 hours/week;35 hours/week;2 hours;2 hours;6 hours daily;3
4527;39;21 hours/week;35 hours/week;2 hours;2 hours;6 hours daily;2
4528;26;4 hours/week;27 hours/week;0 hours;0 hours;3 hours daily;1
4529;37;28 hours/week;48 hours/week;7 hours;7 hours;9 hours daily;5
4530;36;14 hours/week;39 hours/week;2 hours;2 hours;7 hours daily;2
4531;24;19 hours/week;38 hours/week;11 hours;3 hours;7 hours daily;3
4532;24;24 hours/week;45 hours/week;6 hours;6 hours;9 hours daily;5
4533;36;17 hours/week;38 hours/week;4 hours;4 hours;6 hours daily;3
4534;29;0 hours/week;4 hours/week;1 hours;1 hours;6 hours daily;1
4535;34;14 hours/week;35 hours/week;3 hours;3 hours;7 hours daily;3
4536;35;25 hours/week;53 hours/week;9 hours;9 hours;7 hours daily;5
4537;29;7 hours/week;19 hours/week;0 hours;0 hours;6 hours daily;0
4538;35;0 hours/week;11 hours/week;0 hours;0 hours;4 hours daily;1
4539;30;21 hours/week;59 hours/week;9 hours;9 hours;9 hours daily;5
4540;22;20 hours/week;39 hours/week;5 hours;5 hours;6 hours daily;4
4541;36;11 hours/week;14 hours/week;1 hours;1 hours;6 hours daily;1
4542;29;12 hours/week;13 hours/week;0 hours;0 hours;3 hours daily;0
4543;23;3 hours/week;26 hours/week;0 hours;0 hours;4 hours daily;2
4544;25;8 hours/week;24 hours/week;2 hours;2 hours;5 hours daily;1
4545;40;18 hours/week;33 hours/week;5 hours;5 hours;7 hours daily;3
4546;32;1 hours/week;6 hours/week;0 hours;0 hours;5 hours daily;1
4547;37;3 hours/week;9 hours/week;11 hours;0 hours;6 hours daily;1
4548;34;8 hours/week;27 hours/week;1 hours;1 hours;3 hours daily;0
4549;27;8 hours/week;14 hours/week;0 hours;0 hours;5 hours daily;1
4550;35;19 hours/week;37 hours/week;4 hours;4 hours;6 hours daily;4
4551;22;25 hours/week;57 hours/week;11 hours;6 hours;9 hours daily;5
4552;31;21 hours/week;46 hours/week;10 hours;10 hours;7 hours daily;5
4553;35;18 hours/week;36 hours/week;4 hours;4 hours;6 hours daily;4
4554;36;23 hours/week;42 hours/week;7 hours;7 hours;8 hours daily;5
4555;27;7 hours/week;29 hours/week;1 hours;1 hours;6 hours daily;2
4556;28;22 hours/week;40 hours/week;8 hours;8 hours;9 hours daily;5
4557;28;25 hours/week;41 hours/week;10 hours;10 hours;9 hours daily;5
4558;34;24 hours/week;54 hours/week;7 hours;7 hours;7 hours daily;5
4559;21;28 hours/week;44 hours/week;6 hours;6 hours;9 hours daily;5
4560;35;4 hours/week;29 hours/week;2 hours;2 hours;6 hours daily;2
4561;40;23 hours/week;57 hours/week;6 hours;6 hours;7 hours daily;5
4562;27;13 hours/week;12 hours/week;2 hours;2 hours;4 hours daily;2
4563;31;15 hours/week;36 hours/week;2 hours;2 hours;6 hours daily;2
4564;26;0 hours/week;2 hours/week;1 hours;1 hours;6 hours daily;1
4565;22;25 hours/week;60 hours/week;6 hours;6 hours;9 hours daily;5
4566;27;22 hours/week;57 hours/week;9 hours;9 hours;9 hours daily;5
4567;24;20 hours/week;36 hours/week;4 hours;4 hours;7 hours daily;4
4568;22;16 hours/week;30 hours/week;5 hours;5 hours;6 hours daily;3
4569;24;11 hours/week;16 hours/week;1 hours;1 hours;6 hours daily;1
4570;34;9 hours/week;3 hours/week;2 hours;2 hours;3 hours daily;1
4571;22;15 hours/week;40 hours/week;2 hours;2 hours;6 hours daily;2
4572;30;24 hours/week;47 hours/week;8 hours;8 hours;7 hours daily;5
4573;25;14 hours/week;10 hours/week;2 hours;2 hours;5 hours daily;0
4574;31;0 hours/week;9 hours/week;1 hours;1 hours;3 hours daily;0
4575;23;0 hours/week;4 hours/week;1 hours;1 hours;3 hours daily;1
4576;22;21 hours/week;32 hours/week;6 hours;6 hours;7 hours daily;4
4577;25;14 hours/week;26 hours/week;1 hours;1 hours;4 hours daily;1
4578;34;14 hours/week;30 hours/week;4 hours;4 hours;7 hours daily;4
4579;38;20 hours/week;34 hours/week;4 hours;4 hours;7 hours daily;3
4580;27;17 hours/week;39 hours/week;3 hours;3 hours;7 hours daily;3
4581;27;21 hours/week;46 hours/week;6 hours;6 hours;7 hours daily;5
4582;29;21 hours/week;32 hours/week;6 hours;6 hours;6 hours daily;2
4583;32;3 hours/week;14 hours/week;1 hours;1 hours;5 hours daily;0
4584;32;12 hours/week;25 hours/week;0 hours;0 hours;4 hours daily;0
4585;29;14 hours/week;39 hours/week;4 hours;4 hours;7 hours daily;3
4586;35;26 hours/week;56 hours/week;7 hours;7 hours;9 hours daily;5
4587;22;19 hours/week;39 hours/week;4 hours;4 hours;6 hours daily;2
4588;30;21 hours/week;40 hours/week;8 hours;8 hours;9 hours daily;5
4589;32;16 hours/week;39 hours/week;3 hours;3 hours;7 hours daily;3
4590;24;23 hours/week;44 hours/week;7 hours;7 hours;9 hours daily;5
4591;23;20 hours/week;40 hours/week;3 hours;3 hours;7 hours daily;3
4592;25;27 hours/week;44 hours/week;9 hours;9 hours;7 hours daily;5
4593;20;7 hours/week;12 hours/week;1 hours;1 hours;6 hours daily;0
4594;31;9 hours/week;21 hours/week;2 hours;2 hours;6 hours daily;0
4595;27;15 hours/week;39 hours/week;6 hours;6 hours;7 hours daily;4
4596;33;27 hours/week;43 hours/week;6 hours;6 hours;8 hours daily;5
4597;38;7 hours/week;18 hours/week;2 hours;2 hours;6 hours daily;2
4598;39;18 hours/week;40 hours/week;4 hours;4 hours;7 hours daily;4
4599;38;14 hours/week;38 hours/week;3 hours;3 hours;6 hours daily;3
4600;27;17 hours/week;36 hours/week;4 hours;4 hours;6 hours daily;2
4601;20;28 hours/week;40 hours/week;6 hours;6 hours;9 hours daily;5
4602;24;9 hours/week;17 hours/week;2 hours;2 hours;6 hours daily;2
4603;21;20 hours/week;35 hours/week;3 hours;3 hours;7 hours daily;2
4604;24;22 hours/week;52 hours/week;8 hours;8 hours;9 hours daily;5
4605;36;12 hours/week;24 hours/week;2 hours;2 hours;3 hours daily;1
4606;38;22 hours/week;56 hours/week;8 hours;8 hours;7 hours daily;5
4607;31;24 hours/week;52 hours/week;8 hours;8 hours;7 hours daily;5
4608;30;22 hours/week;49 hours/week;7 hours;7 hours;8 hours daily;5
4609;20;14 hours/week;34 hours/week;2 hours;2 hours;6 hours daily;4
4610;22;4 hours/week;1 hours/week;2 hours;2 hours;3 hours daily;0
4611;33;2 hours/week;15 hours/week;2 hours;2 hours;4 hours daily;0
4612;36;25 hours/week;53 hours/week;8 hours;8 hours;9 hours daily;5
4613;23;4 hours/week;20 hours/week;0 hours;0 hours;6 hours daily;1
4614;26;16 hours/week;34 hours/week;11 hours;2 hours;6 hours daily;3
4615;38;10 hours/week;5 hours/week;0 hours;0 hours;6 hours daily;2
4616;29;20 hours/week;37 hours/week;3 hours;3 hours;6 hours daily;3
4617;24;24 hours/week;56 hours/week;10 hours;10 hours;9 hours daily;5
4618;33;19 hours/week;33 hours/week;3 hours;3 hours;7 hours daily;4
4619;38;15 hours/week;40 hours/week;2 hours;2 hours;6 hours daily;3
4620;32;13 hours/week;22 hours/week;0 hours;0 hours;4 hours daily;1
4621;40;16 hours/week;30 hours/week;5 hours;5 hours;6 hours daily;3
4622;21;28 hours/week;41 hours/week;11 hours;8 hours;8 hours daily;5
4623;31;22 hours/week;54 hours/week;10 hours;10 hours;7 hours daily;5
4624;26;18 hours/week;39 hours/week;2 hours;2 hours;6 hours daily;4
4625;23;20 hours/week;35 hours/week;6 hours;6 hours;6 hours daily;3
4626;23;26 hours/week;60 hours/week;8 hours;8 hours;9 hours daily;5
4627;38;14 hours/week;10 hours/week;2 hours;2 hours;4 hours daily;1
4628;27;8 hours/week;22 hours/week;0 hours;0 hours;3 hours daily;2
4629;27;8 hours/week;12 hours/week;2 hours;2 hours;6 hours daily;2
4630;27;15 hours/week;38 hours/week;2 hours;2 hours;6 hours daily;2
4631;26;21 hours/week;47 hours/week;8 hours;8 hours;8 hours daily;5
4632;33;26 hours/week;48 hours/week;8 hours;8 hours;7 hours daily;5
4633;26;14 hours/week;15 hours/week;1 hours;1 hours;4 hours daily;0
4634;27;14 hours/week;17 hours/week;2 hours;2 hours;6 hours daily;1
4635;21;17 hours/week;32 hours/week;6 hours;6 hours;7 hours daily;3
4636;34;21 hours/week;30 hours/week;6 hours;6 hours;7 hours daily;2
4637;38;5 hours/week;8 hours/week;2 hours;2 hours;4 hours daily;1
4638;33;26 hours/week;58 hours/week;7 hours;7 hours;9 hours daily;5
4639;23;27 hours/week;40 hours/week;6 hours;6 hours;9 hours daily;5
4640;26;24 hours/week;44 hours/week;10 hours;10 hours;7 hours daily;5
4641;27;15 hours/week;40 hours/week;2 hours;2 hours;6 hours daily;3
4642;34;22 hours/week;60 hours/week;10 hours;10 hours;8 hours daily;5
4643;27;1 hours/week;15 hours/week;0 hours;0 hours;3 hours daily;1
4644;33;28 hours/week;54 hours/week;8 hours;8 hours;8 hours daily;5
4645;37;25 hours/week;48 hours/week;7 hours;7 hours;7 hours daily;5
4646;36;20 hours/week;30 hours/week;3 hours;3 hours;7 hours daily;2
4647;40;1 hours/week;7 hours/week;0 hours;0 hours;3 hours daily;0
4648;20;21 hours/week;32 hours/week;6 hours;6 hours;7 hours daily;4
4649;25;4 hours/week;19 hours/week;1 hours;1 hours;4 hours daily;2
4650;25;24 hours/week;46 hours/week;9 hours;9 hours;8 hours daily;5
4651;28;9 hours/week;17 hours/week;0 hours;0 hours;3 hours daily;2
4652;39;14 hours/week;4 hours/week;0 hours;0 hours;3 hours daily;1
4653;35;17 hours/week;32 hours/week;4 hours;4 hours;7 hours daily;3
4654;34;21 hours/week;30 hours/week;6 hours;6 hours;7 hours daily;2
4655;27;18 hours/week;30 hours/week;6 hours;6 hours;7 hours daily;3
4656;23;27 hours/week;44 hours/week;9 hours;9 hours;8 hours daily;5
4657;40;14 hours/week;30 hours/week;2 hours;2 hours;7 hours daily;4
4658;20;14 hours/week;14 hours/week;0 hours;0 hours;6 hours daily;2
4659;30;18 hours/week;39 hours/week;6 hours;6 hours;6 hours daily;2
4660;26;11 hours/week;2 hours/week;1 hours;1 hours;3 hours daily;2
4661;24;4 hours/week;8 hours/week;2 hours;2 hours;3 hours daily;1
4662;27;22 hours/week;52 hours/week;8 hours;8 hours;8 hours daily;5
4663;21;2 hours/week;21 hours/week;1 hours;1 hours;6 hours daily;0
4664;35;7 hours/week;22 hours/week;1 hours;1 hours;6 hours daily;0
4665;28;26 hours/week;52 hours/week;10 hours;10 hours;9 hours daily;5
4666;30;9 hours/week;19 hours/week;2 hours;2 hours;5 hours daily;1
4667;32;2 hours/week;15 hours/week;0 hours;0 hours;5 hours daily;0
4668;29;25 hours/week;48 hours/week;9 hours;9 hours;9 hours daily;5
4669;39;1 hours/week;0 hours/week;2 hours;2 hours;4 hours daily;0
4670;21;25 hours/week;42 hours/week;8 hours;8 hours;9 hours daily;5
4671;39;28 hours/week;49 hours/week;7 hours;7 hours;8 hours daily;5
4672;27;6 hours/week;26 hours/week;0 hours;0 hours;4 hours daily;0
4673;36;19 hours/week;35 hours/week;5 hours;5 hours;6 hours daily;2
4674;22;13 hours/week;28 hours/week;11 hours;1 hours;5 hours daily;1
4675;24;21 hours/week;48 hours/week;6 hours;6 hours;9 hours daily;5
4676;21;22 hours/week;50 hours/week;8 hours;8 hours;8 hours daily;5
4677;37;26 hours/week;55 hours/week;10 hours;10 hours;9 hours daily;5
4678;26;13 hours/week;21 hours/week;1 hours;1 hours;6 hours daily;2
4679;36;14 hours/week;34 hours/week;2 hours;2 hours;6 hours daily;3
4680;26;18 hours/week;38 hours/week;3 hours;3 hours;7 hours daily;2
4681;33;27 hours/week;42 hours/week;7 hours;7 hours;8 hours daily;5
4682;21;25 hours/week;43 hours/week;7 hours;7 hours;8 hours daily;5
4683;29;21 hours/week;55 hours/week;10 hours;10 hours;7 hours daily;5
4684;38;25 hours/week;42 hours/week;7 hours;7 hours;9 hours daily;5
4685;33;23 hours/week;56 hours/week;7 hours;7 hours;9 hours daily;5
4686;21;8 hours/week;10 hours/week;1 hours;1 hours;6 hours daily;2
4687;20;0 hours/week;20 hours/week;0 hours;0 hours;6 hours daily;2
4688;28;5 hours/week;3 hours/week;2 hours;2 hours;6 hours daily;2
4689;23;5 hours/week;13 hours/week;2 hours;2 hours;6 hours daily;0
4690;39;17 hours/week;33 hours/week;2 hours;2 hours;6 hours daily;3
4691;37;18 hours/week;37 hours/week;5 hours;5 hours;7 hours daily;4
4692;26;22 hours/week;56 hours/week;10 hours;10 hours;8 hours daily;5
4693;30;7 hours/week;12 hours/week;2 hours;2 hours;6 hours daily;0
4694;33;13 hours/week;24 hours/week;0 hours;0 hours;4 hours daily;0
4695;30;13 hours/week;2 hours/week;0 hours;0 hours;3 hours daily;1
4696;35;0 hours/week;15 hours/week;0 hours;0 hours;3 hours daily;2
4697;29;12 hours/week;21 hours/week;1 hours;1 hours;4 hours daily;0
4698;35;23 hours/week;54 hours/week;10 hours;10 hours;8 hours daily;5
4699;21;26 hours/week;43 hours/week;6 hours;6 hours;8 hours daily;5
4700;40;22 hours/week;53 hours/week;9 hours;9 hours;8 hours daily;5
4701;39;26 hours/week;55 hours/week;9 hours;9 hours;7 hours daily;5
4702;22;13 hours/week;18 hours/week;0 hours;0 hours;4 hours daily;2
4703;28;20 hours/week;31 hours/week;5 hours;5 hours;7 hours daily;4
4704;29;9 hours/week;1 hours/week;0 hours;0 hours;4 hours daily;0
4705;38;1 hours/week;20 hours/week;1 hours;1 hours;3 hours daily;2
4706;32;0 hours/week;24 hours/week;1 hours;1 hours;4 hours daily;2
4707;33;8 hours/week;13 hours/week;0 hours;0 hours;6 hours daily;2
4708;24;18 hours/week;33 hours/week;11 hours;2 hours;7 hours daily;3
4709;27;10 hours/week;30 hours/week;2 hours;2 hours;3 hours daily;0
4710;37;26 hours/week;45 hours/week;6 hours;6 hours;8 hours daily;5
4711;23;14 hours/week;8 hours/week;0 hours;0 hours;5 hours daily;1
4712;37;11 hours/week;22 hours/week;2 hours;2 hours;6 hours daily;2
4713;39;26 hours/week;57 hours/week;6 hours;6 hours;8 hours daily;5
4714;32;21 hours/week;58 hours/week;7 hours;7 hours;8 hours daily;5
4715;35;18 hours/week;30 hours/week;2 hours;2 hours;7 hours daily;4
4716;20;21 hours/week;30 hours/week;5 hours;5 hours;7 hours daily;2
4717;34;22 hours/week;51 hours/week;6 hours;6 hours;9 hours daily;5
4718;39;21 hours/week;31 hours/week;6 hours;6 hours;7 hours daily;4
4719;29;8 hours/week;21 hours/week;2 hours;2 hours;6 hours daily;2
4720;30;13 hours/week;14 hours/week;1 hours;1 hours;6 hours daily;0
4721;24;5 hours/week;5 hours/week;0 hours;0 hours;4 hours daily;1
4722;24;24 hours/week;42 hours/week;9 hours;9 hours;8 hours daily;5
4723;38;25 hours/week;41 hours/week;8 hours;8 hours;9 hours daily;5
4724;37;28 hours/week;41 hours/week;8 hours;8 hours;7 hours daily;5
4725;20;14 hours/week;3 hours/week;0 hours;0 hours;3 hours daily;2
4726;30;18 hours/week;33 hours/week;5 hours;5 hours;7 hours daily;3
4727;30;21 hours/week;33 hours/week;4 hours;4 hours;6 hours daily;2
4728;26;22 hours/week;46 hours/week;9 hours;9 hours;8 hours daily;5
4729;25;27 hours/week;54 hours/week;8 hours;8 hours;9 hours daily;5
4730;31;27 hours/week;59 hours/week;7 hours;7 hours;9 hours daily;5
4731;40;10 hours/week;8 hours/week;2 hours;2 hours;5 hours daily;0
4732;34;21 hours/week;52 hours/week;7 hours;7 hours;7 hours daily;5
4733;26;15 hours/week;33 hours/week;2 hours;2 hours;6 hours daily;2
4734;26;28 hours/week;50 hours/week;9 hours;9 hours;8 hours daily;5
4735;22;7 hours/week;6 hours/week;2 hours;2 hours;5 hours daily;2
4736;21;22 hours/week;50 hours/week;8 hours;8 hours;8 hours daily;5
4737;26;5 hours/week;1 hours/week;1 hours;1 hours;5 hours daily;2
4738;23;14 hours/week;37 hours/week;3 hours;3 hours;6 hours daily;4
4739;32;21 hours/week;30 hours/week;2 hours;2 hours;6 hours daily;4
4740;24;19 hours/week;36 hours/week;3 hours;3 hours;6 hours daily;2
4741;38;3 hours/week;24 hours/week;2 hours;2 hours;6 hours daily;1
4742;30;15 hours/week;33 hours/week;6 hours;6 hours;6 hours daily;2
4743;22;21 hours/week;37 hours/week;6 hours;6 hours;6 hours daily;2
4744;34;16 hours/week;30 hours/week;2 hours;2 hours;6 hours daily;2
4745;21;6 hours/week;23 hours/week;0 hours;0 hours;5 hours daily;0
4746;32;20 hours/week;35 hours/week;5 hours;5 hours;6 hours daily;4
4747;26;25 hours/week;57 hours/week;7 hours;7 hours;7 hours daily;5
4748;24;9 hours/week;13 hours/week;1 hours;1 hours;6 hours daily;0
4749;38;25 hours/week;46 hours/week;9 hours;9 hours;8 hours daily;5
4750;20;19 hours/week;37 hours/week;6 hours;6 hours;7 hours daily;2
4751;31;15 hours/week;34 hours/week;4 hours;4 hours;6 hours daily;3
4752;23;20 hours/week;30 hours/week;3 hours;3 hours;6 hours daily;2
4753;20;5 hours/week;29 hours/week;2 hours;2 hours;4 hours daily;0
4754;22;20 hours/week;39 hours/week;3 hours;3 hours;7 hours daily;4
4755;28;6 hours/week;2 hours/week;0 hours;0 hours;3 hours daily;0
4756;34;19 hours/week;38 hours/week;2 hours;2 hours;7 hours daily;4
4757;31;7 hours/week;8 hours/week;0 hours;0 hours;4 hours daily;1
4758;26;25 hours/week;48 hours/week;7 hours;7 hours;8 hours daily;5
4759;28;25 hours/week;55 hours/week;7 hours;7 hours;7 hours daily;5
4760;20;20 hours/week;33 hours/week;5 hours;5 hours;6 hours daily;2
4761;32;9 hours/week;23 hours/week;2 hours;2 hours;4 hours daily;1
4762;23;25 hours/week;40 hours/week;10 hours;10 hours;7 hours daily;5
4763;24;14 hours/week;31 hours/week;6 hours;6 hours;7 hours daily;2
4764;35;16 hours/week;40 hours/week;5 hours;5 hours;7 hours daily;2
4765;23;4 hours/week;30 hours/week;1 hours;1 hours;5 hours daily;0
4766;30;26 hours/week;47 hours/week;9 hours;9 hours;7 hours daily;5
4767;20;23 hours/week;51 hours/week;6 hours;6 hours;7 hours daily;5
4768;20;14 hours/week;40 hours/week;6 hours;6 hours;7 hours daily;2
4769;37;7 hours/week;17 hours/week;1 hours;1 hours;3 hours daily;2
4770;36;8 hours/week;7 hours/week;1 hours;1 hours;5 hours daily;1
4771;28;0 hours/week;26 hours/week;1 hours;1 hours;6 hours daily;0
4772;20;26 hours/week;44 hours/week;11 hours;6 hours;7 hours daily;5
4773;23;28 hours/week;45 hours/week;9 hours;9 hours;8 hours daily;5
4774;31;4 hours/week;1 hours/week;11 hours;2 hours;5 hours daily;1
4775;27;21 hours/week;33 hours/week;3 hours;3 hours;7 hours daily;4
4776;25;15 hours/week;35 hours/week;6 hours;6 hours;7 hours daily;3
4777;22;24 hours/week;49 hours/week;7 hours;7 hours;9 hours daily;5
4778;34;28 hours/week;42 hours/week;7 hours;7 hours;7 hours daily;5
4779;26;14 hours/week;26 hours/week;1 hours;1 hours;4 hours daily;2
4780;32;21 hours/week;58 hours/week;10 hours;10 hours;7 hours daily;5
4781;30;0 hours/week;10 hours/week;1 hours;1 hours;5 hours daily;2
4782;34;20 hours/week;34 hours/week;2 hours;2 hours;6 hours daily;4
4783;31;24 hours/week;55 hours/week;11 hours;6 hours;8 hours daily;5
4784;29;4 hours/week;13 hours/week;1 hours;1 hours;4 hours daily;2
4785;28;6 hours/week;28 hours/week;1 hours;1 hours;5 hours daily;1
4786;35;2 hours/week;22 hours/week;2 hours;2 hours;3 hours daily;0
4787;20;15 hours/week;38 hours/week;5 hours;5 hours;7 hours daily;3
4788;38;19 hours/week;36 hours/week;6 hours;6 hours;6 hours daily;2
4789;27;9 hours/week;11 hours/week;0 hours;0 hours;6 hours daily;1
4790;25;21 hours/week;33 hours/week;3 hours;3 hours;7 hours daily;3
4791;24;10 hours/week;3 hours/week;2 hours;2 hours;3 hours daily;0
4792;26;15 hours/week;33 hours/week;11 hours;4 hours;7 hours daily;4
